name	x	y	z	size	group	hemisphere	WM	SOZ	EZ
M'08	-27.382552	-10.379936	49.799904	5.027	M'	L	0	0	0
M'09	-30.882552	-10.349936	49.869904	5.027	M'	L	0	0	0
M'10	-34.382552	-10.319936	49.939904	5.027	M'	L	0	0	0
M'11	-37.882552	-10.289936	49.999904	5.027	M'	L	0	0	0
M'12	-41.382552	-10.259936	50.069904	5.027	M'	L	0	0	0
M'13	-44.882552	-10.229936	50.139904	5.027	M'	L	0	0	0
J'01	-30.302552	17.540064	13.829904	5.027	J'	L	0	0	0
J'02	-32.472552	18.680064	16.329904	5.027	J'	L	0	0	0
J'03	-34.642552	19.810064	18.839904	5.027	J'	L	1	0	0
J'04	-36.802552	20.950064	21.339904	5.027	J'	L	1	0	0
J'05	-38.972552	22.080064	23.839904	5.027	J'	L	0	0	0
J'06	-41.142552	23.210064	26.349904	5.027	J'	L	0	0	0
J'07	-43.312552	24.350064	28.849904	5.027	J'	L	0	0	0
J'08	-45.482552	25.480064	31.349904	5.027	J'	L	0	0	0
J'09	-47.642552	26.620064	33.859904	5.027	J'	L	0	0	0
W'02	-43.652552	-33.819936	9.339904	5.027	W'	L	1	0	0
W'03	-47.132552	-33.539936	9.099904	5.027	W'	L	1	0	0
W'04	-50.612552	-33.249936	8.859904	5.027	W'	L	1	0	0
W'05	-54.092552	-32.969936	8.629904	5.027	W'	L	0	0	0
W'06	-57.572552	-32.679936	8.389904	5.027	W'	L	0	0	0
W'07	-61.052552	-32.389936	8.14990400000001	5.027	W'	L	0	0	0
W'08	-64.532552	-32.109936	7.919904	5.027	W'	L	0	0	0
