name	x	y	z	size	group	hemisphere	WM	SOZ	EZ
K01	-0.891307999999995	5.450064	43.09	5.027	K	R	0	0	0
K02	2.458692	5.57006399999999	44.12	5.027	K	R	0	0	0
K03	5.798692	5.69006399999999	45.15	5.027	K	R	0	0	0
K04	9.13869200000001	5.810064	46.18	5.027	K	R	0	0	0
K05	12.478692	5.930064	47.21	5.027	K	R	0	0	0
K06	15.828692	6.05006399999999	48.24	5.027	K	R	0	0	0
K07	19.168692	6.170064	49.28	5.027	K	R	0	0	0
K08	22.508692	6.290064	50.31	5.027	K	R	0	0	0
Y'01	-32.621308	16.970064	-10.39	5.027	Y'	L	0	0	0
Y'02	-32.881308	15.930064	-7.06	5.027	Y'	L	0	0	0
B01	-2.231308	-4.69993599999999	32.74	5.027	B	R	0	0	1
B02	-0.161307999999991	-5.069936	35.53	5.027	B	R	0	0	1
B03	1.91869200000001	-5.44993599999999	38.32	5.027	B	R	0	0	1
B04	3.99869200000001	-5.82993600000002	41.12	5.027	B	R	0	0	1
B05	6.078692	-6.20993600000001	43.91	5.027	B	R	0	0	1
B06	8.158692	-6.58993600000001	46.7	5.027	B	R	1	0	1
B07	10.238692	-6.969936	49.49	5.027	B	R	1	0	1
B08	12.308692	-7.349936	52.28	5.027	B	R	0	0	1
B09	14.388692	-7.729936	55.07	5.027	B	R	0	0	1
B10	16.468692	-8.10993600000002	57.86	5.027	B	R	0	0	1
M01	-0.451307999999997	-19.059936	46.95	5.027	M	R	0	0	0
M02	2.83869200000001	-17.859936	46.9	5.027	M	R	0	0	0
M03	6.128692	-16.669936	46.84	5.027	M	R	0	0	0
M04	9.408692	-15.469936	46.79	5.027	M	R	1	0	0
M05	12.698692	-14.269936	46.73	5.027	M	R	0	0	0
M06	15.988692	-13.069936	46.68	5.027	M	R	0	0	0
M07	19.278692	-11.869936	46.63	5.027	M	R	0	0	0
M08	22.568692	-10.679936	46.57	5.027	M	R	0	0	0
M09	25.848692	-9.479936	46.52	5.027	M	R	0	0	0
